quarter,leader,follower,leader_pc,follower_pc,gap_days,same_sector,same_industry,leader_direction
2022Q1,PANW,PG,-1.92,-5.71,21,False,False,down
2022Q1,PANW,RTX,-1.92,1.02,10,False,False,down
2022Q1,PANW,TMO,-1.92,3.1,16,False,False,down
2022Q1,PANW,TSLA,-1.92,-3.19,17,False,False,down
2022Q1,PANW,UAL,-1.92,-2.65,3,False,False,down
2022Q1,PANW,UBER,-1.92,4.66,10,True,True,down
2022Q1,PANW,UNH,-1.92,-3.98,22,False,False,down
2022Q1,PANW,V,-1.92,-1.91,9,False,False,down
2022Q1,PANW,WFC,-1.92,0.73,21,False,False,down
2022Q1,PEP,PG,0.43,-5.71,4,True,True,up
2022Q1,RTX,PEP,1.02,0.43,7,False,False,up
2022Q1,TMO,PEP,3.1,0.43,1,False,False,up
2022Q1,PEP,TSLA,0.43,-3.19,0,True,False,up
2022Q1,UAL,PEP,-2.65,0.43,14,False,False,down
2022Q1,UBER,PEP,4.66,0.43,7,False,False,up
2022Q1,PEP,UNH,0.43,-3.98,5,False,False,up
2022Q1,V,PEP,-1.91,0.43,8,False,False,down
2022Q1,PEP,WFC,0.43,0.73,4,False,False,up
2022Q1,RTX,PG,1.02,-5.71,11,False,False,up
2022Q1,TMO,PG,3.1,-5.71,5,False,False,up
2022Q1,TSLA,PG,-3.19,-5.71,4,True,False,down
2022Q1,UAL,PG,-2.65,-5.71,18,False,False,down
2022Q1,UBER,PG,4.66,-5.71,11,False,False,up
2022Q1,PG,UNH,-5.71,-3.98,1,False,False,down
2022Q1,V,PG,-1.91,-5.71,12,False,False,down
2022Q1,PG,WFC,-5.71,0.73,0,False,False,down
2022Q1,RTX,TMO,1.02,3.1,6,False,False,up
2022Q1,RTX,TSLA,1.02,-3.19,7,False,False,up
2022Q1,UAL,RTX,-2.65,1.02,7,True,False,down
2022Q1,RTX,UBER,1.02,4.66,0,False,False,up
2022Q1,RTX,UNH,1.02,-3.98,12,False,False,up
2022Q1,V,RTX,-1.91,1.02,1,False,False,down
2022Q1,RTX,WFC,1.02,0.73,11,False,False,up
2022Q1,TMO,TSLA,3.1,-3.19,1,False,False,up
2022Q1,UAL,TMO,-2.65,3.1,13,False,False,down
2022Q1,UBER,TMO,4.66,3.1,6,False,False,up
2022Q1,TMO,UNH,3.1,-3.98,6,True,True,up
2022Q1,V,TMO,-1.91,3.1,7,False,False,down
2022Q1,TMO,WFC,3.1,0.73,5,False,False,up
2022Q1,UAL,TSLA,-2.65,-3.19,14,False,False,down
2022Q1,UBER,TSLA,4.66,-3.19,7,False,False,up
2022Q1,TSLA,UNH,-3.19,-3.98,5,False,False,down
2022Q1,V,TSLA,-1.91,-3.19,8,False,False,down
2022Q1,TSLA,WFC,-3.19,0.73,4,False,False,down
2022Q1,UAL,UBER,-2.65,4.66,7,False,False,down
2022Q1,UAL,UNH,-2.65,-3.98,19,False,False,down
2022Q1,UAL,V,-2.65,-1.91,6,False,False,down
2022Q1,UAL,WFC,-2.65,0.73,18,False,False,down
2022Q1,UBER,UNH,4.66,-3.98,12,False,False,up
2022Q1,V,UBER,-1.91,4.66,1,False,False,down
2022Q1,UBER,WFC,4.66,0.73,11,False,False,up
2022Q1,V,UNH,-1.91,-3.98,13,False,False,down
2022Q1,WFC,UNH,0.73,-3.98,1,False,False,up
2022Q1,V,WFC,-1.91,0.73,12,True,False,down
2022Q2,ABBV,AAPL,-1.5,-1.72,17,False,False,down
2022Q2,ADBE,AAPL,-1.87,-1.72,21,True,False,down
2022Q2,AMD,AAPL,-3.96,-1.72,23,True,False,down
2022Q2,AMZN,AAPL,2.2,-1.72,18,False,False,up
2022Q2,AVGO,AAPL,-0.31,-1.72,8,True,False,down
2022Q2,AXP,AAPL,3.41,-1.72,6,False,False,up
2022Q2,BA,AAPL,0.04,-1.72,6,False,False,up
2022Q2,BLK,AAPL,0.48,-1.72,22,False,False,up
2022Q2,C,AAPL,0.05,-1.72,12,False,False,up
2022Q2,AAPL,CAT,-1.72,2.9,0,False,False,down
2022Q2,COST,AAPL,2.25,-1.72,21,False,False,up
2022Q2,CRM,AAPL,-0.84,-1.72,6,True,False,down
2022Q2,DAL,AAPL,1.0,-1.72,11,False,False,up
2022Q2,GOOGL,AAPL,-1.41,-1.72,10,True,False,down
2022Q2,GS,AAPL,1.21,-1.72,2,False,False,up
2022Q2,HD,AAPL,-2.48,-1.72,23,False,False,down
2022Q2,INTC,AAPL,-2.62,-1.72,14,True,False,down
2022Q2,ISRG,AAPL,0.24,-1.72,1,False,False,up
2022Q2,JNJ,AAPL,-0.25,-1.72,4,False,False,down
2022Q2,JPM,AAPL,0.4,-1.72,19,False,False,up
2022Q2,LLY,AAPL,2.06,-1.72,3,False,False,up
2022Q2,MA,AAPL,-4.95,-1.72,20,False,False,down
2022Q2,META,AAPL,-1.44,-1.72,6,True,False,down
2022Q2,MRK,AAPL,4.7,-1.72,8,False,False,up
2022Q2,MS,AAPL,-0.55,-1.72,5,False,False,down
2022Q2,MSFT,AAPL,1.47,-1.72,19,True,False,up
2022Q2,NOW,AAPL,5.13,-1.72,7,True,False,up
2022Q2,NVDA,AAPL,0.17,-1.72,7,True,False,up
2022Q2,PANW,AAPL,-5.13,-1.72,10,True,False,down
2022Q2,PEP,AAPL,1.88,-1.72,22,False,False,up
2022Q2,PG,AAPL,-0.11,-1.72,7,False,False,down
2022Q2,RTX,AAPL,0.66,-1.72,6,False,False,up
2022Q2,TMO,AAPL,1.42,-1.72,22,False,False,up
2022Q2,TSLA,AAPL,4.3,-1.72,9,False,False,up
2022Q2,UAL,AAPL,-0.32,-1.72,5,False,False,down
2022Q2,UBER,AAPL,4.42,-1.72,23,True,False,up
2022Q2,UNH,AAPL,0.3,-1.72,5,False,False,up
2022Q2,V,AAPL,2.34,-1.72,1,False,False,up
2022Q2,WFC,AAPL,-0.96,-1.72,1,False,False,down
2022Q2,ADBE,ABBV,-1.87,-1.5,4,False,False,down
2022Q2,AMD,ABBV,-3.96,-1.5,6,False,False,down
2022Q2,AMZN,ABBV,2.2,-1.5,1,False,False,up
2022Q2,ABBV,AVGO,-1.5,-0.31,9,False,False,down
2022Q2,ABBV,AXP,-1.5,3.41,11,False,False,down
2022Q2,ABBV,BA,-1.5,0.04,11,False,False,down
2022Q2,BLK,ABBV,0.48,-1.5,5,False,False,up
2022Q2,ABBV,C,-1.5,0.05,5,False,False,down
2022Q2,ABBV,CAT,-1.5,2.9,17,False,False,down
2022Q2,COST,ABBV,2.25,-1.5,4,False,False,up
2022Q2,ABBV,CRM,-1.5,-0.84,11,False,False,down
2022Q2,ABBV,DAL,-1.5,1.0,6,False,False,down
2022Q2,ABBV,GOOGL,-1.5,-1.41,7,False,False,down
2022Q2,ABBV,GS,-1.5,1.21,15,False,False,down
2022Q2,HD,ABBV,-2.48,-1.5,6,False,False,down
2022Q2,ABBV,INTC,-1.5,-2.62,3,False,False,down
2022Q2,ABBV,ISRG,-1.5,0.24,16,True,False,down
2022Q2,ABBV,JNJ,-1.5,-0.25,13,True,False,down
2022Q2,JPM,ABBV,0.4,-1.5,2,False,False,up
2022Q2,ABBV,LLY,-1.5,2.06,14,True,False,down
2022Q2,MA,ABBV,-4.95,-1.5,3,False,False,down
2022Q2,ABBV,META,-1.5,-1.44,11,False,False,down
2022Q2,ABBV,MRK,-1.5,4.7,9,True,False,down
2022Q2,ABBV,MS,-1.5,-0.55,12,False,False,down
2022Q2,MSFT,ABBV,1.47,-1.5,2,False,False,up
2022Q2,ABBV,NOW,-1.5,5.13,10,False,False,down
2022Q2,ABBV,NVDA,-1.5,0.17,10,False,False,down
2022Q2,ABBV,PANW,-1.5,-5.13,7,False,False,down
2022Q2,PEP,ABBV,1.88,-1.5,5,False,False,up
2022Q2,ABBV,PG,-1.5,-0.11,10,False,False,down
2022Q2,ABBV,RTX,-1.5,0.66,11,False,False,down
2022Q2,TMO,ABBV,1.42,-1.5,5,True,False,up
2022Q2,ABBV,TSLA,-1.5,4.3,8,False,False,down
2022Q2,ABBV,UAL,-1.5,-0.32,12,False,False,down
2022Q2,UBER,ABBV,4.42,-1.5,6,False,False,up
2022Q2,ABBV,UNH,-1.5,0.3,12,True,False,down
2022Q2,ABBV,V,-1.5,2.34,16,False,False,down
2022Q2,ABBV,WFC,-1.5,-0.96,16,False,False,down
2022Q2,AMD,ADBE,-3.96,-1.87,2,True,False,down
2022Q2,ADBE,AMZN,-1.87,2.2,3,False,False,down
2022Q2,ADBE,AVGO,-1.87,-0.31,13,True,False,down
2022Q2,ADBE,AXP,-1.87,3.41,15,False,False,down
2022Q2,ADBE,BA,-1.87,0.04,15,False,False,down
2022Q2,BLK,ADBE,0.48,-1.87,1,False,False,up
2022Q2,ADBE,C,-1.87,0.05,9,False,False,down
2022Q2,ADBE,CAT,-1.87,2.9,21,False,False,down
2022Q2,ADBE,COST,-1.87,2.25,0,False,False,down
2022Q2,ADBE,CRM,-1.87,-0.84,15,True,True,down
2022Q2,ADBE,DAL,-1.87,1.0,10,False,False,down
2022Q2,ADBE,GOOGL,-1.87,-1.41,11,True,True,down
2022Q2,ADBE,GS,-1.87,1.21,19,False,False,down
2022Q2,HD,ADBE,-2.48,-1.87,2,False,False,down
2022Q2,ADBE,INTC,-1.87,-2.62,7,True,False,down
2022Q2,ADBE,ISRG,-1.87,0.24,20,False,False,down
2022Q2,ADBE,JNJ,-1.87,-0.25,17,False,False,down
2022Q2,ADBE,JPM,-1.87,0.4,2,False,False,down
2022Q2,ADBE,LLY,-1.87,2.06,18,False,False,down
2022Q2,ADBE,MA,-1.87,-4.95,1,False,False,down
2022Q2,ADBE,META,-1.87,-1.44,15,True,True,down
2022Q2,ADBE,MRK,-1.87,4.7,13,False,False,down
2022Q2,ADBE,MS,-1.87,-0.55,16,False,False,down
2022Q2,ADBE,MSFT,-1.87,1.47,2,True,True,down
2022Q2,ADBE,NOW,-1.87,5.13,14,True,True,down
2022Q2,ADBE,NVDA,-1.87,0.17,14,True,False,down
2022Q2,ADBE,PANW,-1.87,-5.13,11,True,True,down
2022Q2,PEP,ADBE,1.88,-1.87,1,False,False,up
2022Q2,ADBE,PG,-1.87,-0.11,14,False,False,down
2022Q2,ADBE,RTX,-1.87,0.66,15,False,False,down
2022Q2,TMO,ADBE,1.42,-1.87,1,False,False,up
2022Q2,ADBE,TSLA,-1.87,4.3,12,False,False,down
2022Q2,ADBE,UAL,-1.87,-0.32,16,False,False,down
2022Q2,UBER,ADBE,4.42,-1.87,2,True,True,up
2022Q2,ADBE,UNH,-1.87,0.3,16,False,False,down
2022Q2,ADBE,V,-1.87,2.34,20,False,False,down
2022Q2,ADBE,WFC,-1.87,-0.96,20,False,False,down
2022Q2,AMD,AMZN,-3.96,2.2,5,False,False,down
2022Q2,AMD,AVGO,-3.96,-0.31,15,True,True,down
2022Q2,AMD,AXP,-3.96,3.41,17,False,False,down
2022Q2,AMD,BA,-3.96,0.04,17,False,False,down
2022Q2,AMD,BLK,-3.96,0.48,1,False,False,down
2022Q2,AMD,C,-3.96,0.05,11,False,False,down
2022Q2,AMD,CAT,-3.96,2.9,23,False,False,down
2022Q2,AMD,COST,-3.96,2.25,2,False,False,down
2022Q2,AMD,CRM,-3.96,-0.84,17,True,False,down
2022Q2,AMD,DAL,-3.96,1.0,12,False,False,down
2022Q2,AMD,GOOGL,-3.96,-1.41,13,True,False,down
2022Q2,AMD,GS,-3.96,1.21,21,False,False,down
2022Q2,AMD,HD,-3.96,-2.48,0,False,False,down
2022Q2,AMD,INTC,-3.96,-2.62,9,True,True,down
2022Q2,AMD,ISRG,-3.96,0.24,22,False,False,down
2022Q2,AMD,JNJ,-3.96,-0.25,19,False,False,down
2022Q2,AMD,JPM,-3.96,0.4,4,False,False,down
2022Q2,AMD,LLY,-3.96,2.06,20,False,False,down
2022Q2,AMD,MA,-3.96,-4.95,3,False,False,down
2022Q2,AMD,META,-3.96,-1.44,17,True,False,down
2022Q2,AMD,MRK,-3.96,4.7,15,False,False,down
2022Q2,AMD,MS,-3.96,-0.55,18,False,False,down
2022Q2,AMD,MSFT,-3.96,1.47,4,True,False,down
2022Q2,AMD,NOW,-3.96,5.13,16,True,False,down
2022Q2,AMD,NVDA,-3.96,0.17,16,True,True,down
2022Q2,AMD,PANW,-3.96,-5.13,13,True,False,down
2022Q2,AMD,PEP,-3.96,1.88,1,False,False,down
2022Q2,AMD,PG,-3.96,-0.11,16,False,False,down
2022Q2,AMD,RTX,-3.96,0.66,17,False,False,down
2022Q2,AMD,TMO,-3.96,1.42,1,False,False,down
2022Q2,AMD,TSLA,-3.96,4.3,14,False,False,down
2022Q2,AMD,UAL,-3.96,-0.32,18,False,False,down
2022Q2,AMD,UBER,-3.96,4.42,0,True,False,down
2022Q2,AMD,UNH,-3.96,0.3,18,False,False,down
2022Q2,AMD,V,-3.96,2.34,22,False,False,down
2022Q2,AMD,WFC,-3.96,-0.96,22,False,False,down
2022Q2,AMZN,AVGO,2.2,-0.31,10,False,False,up
2022Q2,AMZN,AXP,2.2,3.41,12,False,False,up
2022Q2,AMZN,BA,2.2,0.04,12,False,False,up
2022Q2,BLK,AMZN,0.48,2.2,4,False,False,up
2022Q2,AMZN,C,2.2,0.05,6,False,False,up
2022Q2,AMZN,CAT,2.2,2.9,18,False,False,up
2022Q2,COST,AMZN,2.25,2.2,3,True,True,up
2022Q2,AMZN,CRM,2.2,-0.84,12,False,False,up
2022Q2,AMZN,DAL,2.2,1.0,7,False,False,up
2022Q2,AMZN,GOOGL,2.2,-1.41,8,False,False,up
2022Q2,AMZN,GS,2.2,1.21,16,False,False,up
2022Q2,HD,AMZN,-2.48,2.2,5,True,True,down
2022Q2,AMZN,INTC,2.2,-2.62,4,False,False,up
2022Q2,AMZN,ISRG,2.2,0.24,17,False,False,up
2022Q2,AMZN,JNJ,2.2,-0.25,14,False,False,up
2022Q2,JPM,AMZN,0.4,2.2,1,False,False,up
2022Q2,AMZN,LLY,2.2,2.06,15,False,False,up
2022Q2,MA,AMZN,-4.95,2.2,2,False,False,down
2022Q2,AMZN,META,2.2,-1.44,12,False,False,up
2022Q2,AMZN,MRK,2.2,4.7,10,False,False,up
2022Q2,AMZN,MS,2.2,-0.55,13,False,False,up
2022Q2,MSFT,AMZN,1.47,2.2,1,False,False,up
2022Q2,AMZN,NOW,2.2,5.13,11,False,False,up
2022Q2,AMZN,NVDA,2.2,0.17,11,False,False,up
2022Q2,AMZN,PANW,2.2,-5.13,8,False,False,up
2022Q2,PEP,AMZN,1.88,2.2,4,True,True,up
2022Q2,AMZN,PG,2.2,-0.11,11,True,True,up
2022Q2,AMZN,RTX,2.2,0.66,12,False,False,up
2022Q2,TMO,AMZN,1.42,2.2,4,False,False,up
2022Q2,AMZN,TSLA,2.2,4.3,9,True,False,up
2022Q2,AMZN,UAL,2.2,-0.32,13,False,False,up
2022Q2,UBER,AMZN,4.42,2.2,5,False,False,up
2022Q2,AMZN,UNH,2.2,0.3,13,False,False,up
2022Q2,AMZN,V,2.2,2.34,17,False,False,up
2022Q2,AMZN,WFC,2.2,-0.96,17,False,False,up
2022Q2,AVGO,AXP,-0.31,3.41,2,False,False,down
2022Q2,AVGO,BA,-0.31,0.04,2,False,False,down
2022Q2,BLK,AVGO,0.48,-0.31,14,False,False,up
2022Q2,C,AVGO,0.05,-0.31,4,False,False,up
2022Q2,AVGO,CAT,-0.31,2.9,8,False,False,down
2022Q2,COST,AVGO,2.25,-0.31,13,False,False,up
2022Q2,AVGO,CRM,-0.31,-0.84,2,True,False,down
2022Q2,DAL,AVGO,1.0,-0.31,3,False,False,up
2022Q2,GOOGL,AVGO,-1.41,-0.31,2,True,False,down
2022Q2,AVGO,GS,-0.31,1.21,6,False,False,down
2022Q2,HD,AVGO,-2.48,-0.31,15,False,False,down
2022Q2,INTC,AVGO,-2.62,-0.31,6,True,True,down
2022Q2,AVGO,ISRG,-0.31,0.24,7,False,False,down
2022Q2,AVGO,JNJ,-0.31,-0.25,4,False,False,down
2022Q2,JPM,AVGO,0.4,-0.31,11,False,False,up
2022Q2,AVGO,LLY,-0.31,2.06,5,False,False,down
2022Q2,MA,AVGO,-4.95,-0.31,12,False,False,down
2022Q2,AVGO,META,-0.31,-1.44,2,True,False,down
2022Q2,AVGO,MRK,-0.31,4.7,0,False,False,down
2022Q2,AVGO,MS,-0.31,-0.55,3,False,False,down
2022Q2,MSFT,AVGO,1.47,-0.31,11,True,False,up
2022Q2,AVGO,NOW,-0.31,5.13,1,True,False,down
2022Q2,AVGO,NVDA,-0.31,0.17,1,True,True,down
2022Q2,PANW,AVGO,-5.13,-0.31,2,True,False,down
2022Q2,PEP,AVGO,1.88,-0.31,14,False,False,up
2022Q2,AVGO,PG,-0.31,-0.11,1,False,False,down
2022Q2,AVGO,RTX,-0.31,0.66,2,False,False,down
2022Q2,TMO,AVGO,1.42,-0.31,14,False,False,up
2022Q2,TSLA,AVGO,4.3,-0.31,1,False,False,up
2022Q2,AVGO,UAL,-0.31,-0.32,3,False,False,down
2022Q2,UBER,AVGO,4.42,-0.31,15,True,False,up
2022Q2,AVGO,UNH,-0.31,0.3,3,False,False,down
2022Q2,AVGO,V,-0.31,2.34,7,False,False,down
2022Q2,AVGO,WFC,-0.31,-0.96,7,False,False,down
2022Q2,AXP,BA,3.41,0.04,0,False,False,up
2022Q2,BLK,AXP,0.48,3.41,16,True,False,up
2022Q2,C,AXP,0.05,3.41,6,True,True,up
2022Q2,AXP,CAT,3.41,2.9,6,False,False,up
2022Q2,COST,AXP,2.25,3.41,15,False,False,up
2022Q2,AXP,CRM,3.41,-0.84,0,False,False,up
2022Q2,DAL,AXP,1.0,3.41,5,False,False,up
2022Q2,GOOGL,AXP,-1.41,3.41,4,False,False,down
2022Q2,AXP,GS,3.41,1.21,4,True,True,up
2022Q2,HD,AXP,-2.48,3.41,17,False,False,down
2022Q2,INTC,AXP,-2.62,3.41,8,False,False,down
2022Q2,AXP,ISRG,3.41,0.24,5,False,False,up
2022Q2,AXP,JNJ,3.41,-0.25,2,False,False,up
2022Q2,JPM,AXP,0.4,3.41,13,True,True,up
2022Q2,AXP,LLY,3.41,2.06,3,False,False,up
2022Q2,MA,AXP,-4.95,3.41,14,True,False,down
2022Q2,AXP,META,3.41,-1.44,0,False,False,up
2022Q2,MRK,AXP,4.7,3.41,2,False,False,up
2022Q2,AXP,MS,3.41,-0.55,1,True,True,up
2022Q2,MSFT,AXP,1.47,3.41,13,False,False,up
2022Q2,NOW,AXP,5.13,3.41,1,False,False,up
2022Q2,NVDA,AXP,0.17,3.41,1,False,False,up
2022Q2,PANW,AXP,-5.13,3.41,4,False,False,down
2022Q2,PEP,AXP,1.88,3.41,16,False,False,up
2022Q2,PG,AXP,-0.11,3.41,1,False,False,down
2022Q2,AXP,RTX,3.41,0.66,0,False,False,up
2022Q2,TMO,AXP,1.42,3.41,16,False,False,up
2022Q2,TSLA,AXP,4.3,3.41,3,False,False,up
2022Q2,AXP,UAL,3.41,-0.32,1,False,False,up
2022Q2,UBER,AXP,4.42,3.41,17,False,False,up
2022Q2,AXP,UNH,3.41,0.3,1,False,False,up
2022Q2,AXP,V,3.41,2.34,5,True,False,up
2022Q2,AXP,WFC,3.41,-0.96,5,True,True,up
2022Q2,BLK,BA,0.48,0.04,16,False,False,up
2022Q2,C,BA,0.05,0.04,6,False,False,up
2022Q2,BA,CAT,0.04,2.9,6,True,False,up
2022Q2,COST,BA,2.25,0.04,15,False,False,up
2022Q2,BA,CRM,0.04,-0.84,0,False,False,up
2022Q2,DAL,BA,1.0,0.04,5,True,False,up
2022Q2,GOOGL,BA,-1.41,0.04,4,False,False,down
2022Q2,BA,GS,0.04,1.21,4,False,False,up
2022Q2,HD,BA,-2.48,0.04,17,False,False,down
2022Q2,INTC,BA,-2.62,0.04,8,False,False,down
2022Q2,BA,ISRG,0.04,0.24,5,False,False,up
2022Q2,BA,JNJ,0.04,-0.25,2,False,False,up
2022Q2,JPM,BA,0.4,0.04,13,False,False,up
2022Q2,BA,LLY,0.04,2.06,3,False,False,up
2022Q2,MA,BA,-4.95,0.04,14,False,False,down
2022Q2,BA,META,0.04,-1.44,0,False,False,up
2022Q2,MRK,BA,4.7,0.04,2,False,False,up
2022Q2,BA,MS,0.04,-0.55,1,False,False,up
2022Q2,MSFT,BA,1.47,0.04,13,False,False,up
2022Q2,NOW,BA,5.13,0.04,1,False,False,up
2022Q2,NVDA,BA,0.17,0.04,1,False,False,up
2022Q2,PANW,BA,-5.13,0.04,4,False,False,down
2022Q2,PEP,BA,1.88,0.04,16,False,False,up
2022Q2,PG,BA,-0.11,0.04,1,False,False,down
2022Q2,BA,RTX,0.04,0.66,0,True,True,up
2022Q2,TMO,BA,1.42,0.04,16,False,False,up
2022Q2,TSLA,BA,4.3,0.04,3,False,False,up
2022Q2,BA,UAL,0.04,-0.32,1,True,False,up
2022Q2,UBER,BA,4.42,0.04,17,False,False,up
2022Q2,BA,UNH,0.04,0.3,1,False,False,up
2022Q2,BA,V,0.04,2.34,5,False,False,up
2022Q2,BA,WFC,0.04,-0.96,5,False,False,up
2022Q2,BLK,C,0.48,0.05,10,True,False,up
2022Q2,BLK,CAT,0.48,2.9,22,False,False,up
2022Q2,BLK,COST,0.48,2.25,1,False,False,up
2022Q2,BLK,CRM,0.48,-0.84,16,False,False,up
2022Q2,BLK,DAL,0.48,1.0,11,False,False,up
2022Q2,BLK,GOOGL,0.48,-1.41,12,False,False,up
2022Q2,BLK,GS,0.48,1.21,20,True,False,up
2022Q2,HD,BLK,-2.48,0.48,1,False,False,down
2022Q2,BLK,INTC,0.48,-2.62,8,False,False,up
2022Q2,BLK,ISRG,0.48,0.24,21,False,False,up
2022Q2,BLK,JNJ,0.48,-0.25,18,False,False,up
2022Q2,BLK,JPM,0.48,0.4,3,True,False,up
2022Q2,BLK,LLY,0.48,2.06,19,False,False,up
2022Q2,BLK,MA,0.48,-4.95,2,True,True,up
2022Q2,BLK,META,0.48,-1.44,16,False,False,up
2022Q2,BLK,MRK,0.48,4.7,14,False,False,up
2022Q2,BLK,MS,0.48,-0.55,17,True,False,up
2022Q2,BLK,MSFT,0.48,1.47,3,False,False,up
2022Q2,BLK,NOW,0.48,5.13,15,False,False,up
2022Q2,BLK,NVDA,0.48,0.17,15,False,False,up
2022Q2,BLK,PANW,0.48,-5.13,12,False,False,up
2022Q2,BLK,PEP,0.48,1.88,0,False,False,up
2022Q2,BLK,PG,0.48,-0.11,15,False,False,up
2022Q2,BLK,RTX,0.48,0.66,16,False,False,up
2022Q2,BLK,TMO,0.48,1.42,0,False,False,up
2022Q2,BLK,TSLA,0.48,4.3,13,False,False,up
2022Q2,BLK,UAL,0.48,-0.32,17,False,False,up
2022Q2,UBER,BLK,4.42,0.48,1,False,False,up
2022Q2,BLK,UNH,0.48,0.3,17,False,False,up
2022Q2,BLK,V,0.48,2.34,21,True,True,up
2022Q2,BLK,WFC,0.48,-0.96,21,True,False,up
2022Q2,C,CAT,0.05,2.9,12,False,False,up
2022Q2,COST,C,2.25,0.05,9,False,False,up
2022Q2,C,CRM,0.05,-0.84,6,False,False,up
2022Q2,C,DAL,0.05,1.0,1,False,False,up
2022Q2,C,GOOGL,0.05,-1.41,2,False,False,up
2022Q2,C,GS,0.05,1.21,10,True,True,up
2022Q2,HD,C,-2.48,0.05,11,False,False,down
2022Q2,INTC,C,-2.62,0.05,2,False,False,down
2022Q2,C,ISRG,0.05,0.24,11,False,False,up
2022Q2,C,JNJ,0.05,-0.25,8,False,False,up
2022Q2,JPM,C,0.4,0.05,7,True,True,up
2022Q2,C,LLY,0.05,2.06,9,False,False,up
2022Q2,MA,C,-4.95,0.05,8,True,False,down
2022Q2,C,META,0.05,-1.44,6,False,False,up
2022Q2,C,MRK,0.05,4.7,4,False,False,up
2022Q2,C,MS,0.05,-0.55,7,True,True,up
2022Q2,MSFT,C,1.47,0.05,7,False,False,up
2022Q2,C,NOW,0.05,5.13,5,False,False,up
2022Q2,C,NVDA,0.05,0.17,5,False,False,up
2022Q2,C,PANW,0.05,-5.13,2,False,False,up
2022Q2,PEP,C,1.88,0.05,10,False,False,up
2022Q2,C,PG,0.05,-0.11,5,False,False,up
2022Q2,C,RTX,0.05,0.66,6,False,False,up
2022Q2,TMO,C,1.42,0.05,10,False,False,up
2022Q2,C,TSLA,0.05,4.3,3,False,False,up
2022Q2,C,UAL,0.05,-0.32,7,False,False,up
2022Q2,UBER,C,4.42,0.05,11,False,False,up
2022Q2,C,UNH,0.05,0.3,7,False,False,up
2022Q2,C,V,0.05,2.34,11,True,False,up
2022Q2,C,WFC,0.05,-0.96,11,True,True,up
2022Q2,COST,CAT,2.25,2.9,21,False,False,up
2022Q2,CRM,CAT,-0.84,2.9,6,False,False,down
2022Q2,DAL,CAT,1.0,2.9,11,True,False,up
2022Q2,GOOGL,CAT,-1.41,2.9,10,False,False,down
2022Q2,GS,CAT,1.21,2.9,2,False,False,up
2022Q2,HD,CAT,-2.48,2.9,23,False,False,down
2022Q2,INTC,CAT,-2.62,2.9,14,False,False,down
2022Q2,ISRG,CAT,0.24,2.9,1,False,False,up
2022Q2,JNJ,CAT,-0.25,2.9,4,False,False,down
2022Q2,JPM,CAT,0.4,2.9,19,False,False,up
2022Q2,LLY,CAT,2.06,2.9,3,False,False,up
2022Q2,MA,CAT,-4.95,2.9,20,False,False,down
2022Q2,META,CAT,-1.44,2.9,6,False,False,down
2022Q2,MRK,CAT,4.7,2.9,8,False,False,up
2022Q2,MS,CAT,-0.55,2.9,5,False,False,down
2022Q2,MSFT,CAT,1.47,2.9,19,False,False,up
2022Q2,NOW,CAT,5.13,2.9,7,False,False,up
2022Q2,NVDA,CAT,0.17,2.9,7,False,False,up
2022Q2,PANW,CAT,-5.13,2.9,10,False,False,down
2022Q2,PEP,CAT,1.88,2.9,22,False,False,up
2022Q2,PG,CAT,-0.11,2.9,7,False,False,down
2022Q2,RTX,CAT,0.66,2.9,6,True,False,up
2022Q2,TMO,CAT,1.42,2.9,22,False,False,up
2022Q2,TSLA,CAT,4.3,2.9,9,False,False,up
2022Q2,UAL,CAT,-0.32,2.9,5,True,False,down
2022Q2,UBER,CAT,4.42,2.9,23,False,False,up
2022Q2,UNH,CAT,0.3,2.9,5,False,False,up
2022Q2,V,CAT,2.34,2.9,1,False,False,up
2022Q2,WFC,CAT,-0.96,2.9,1,False,False,down
2022Q2,COST,CRM,2.25,-0.84,15,False,False,up
2022Q2,COST,DAL,2.25,1.0,10,False,False,up
2022Q2,COST,GOOGL,2.25,-1.41,11,False,False,up
2022Q2,COST,GS,2.25,1.21,19,False,False,up
2022Q2,HD,COST,-2.48,2.25,2,True,True,down
2022Q2,COST,INTC,2.25,-2.62,7,False,False,up
2022Q2,COST,ISRG,2.25,0.24,20,False,False,up
2022Q2,COST,JNJ,2.25,-0.25,17,False,False,up
2022Q2,COST,JPM,2.25,0.4,2,False,False,up
2022Q2,COST,LLY,2.25,2.06,18,False,False,up
2022Q2,COST,MA,2.25,-4.95,1,False,False,up
2022Q2,COST,META,2.25,-1.44,15,False,False,up
2022Q2,COST,MRK,2.25,4.7,13,False,False,up
2022Q2,COST,MS,2.25,-0.55,16,False,False,up
2022Q2,COST,MSFT,2.25,1.47,2,False,False,up
2022Q2,COST,NOW,2.25,5.13,14,False,False,up
2022Q2,COST,NVDA,2.25,0.17,14,False,False,up
2022Q2,COST,PANW,2.25,-5.13,11,False,False,up
2022Q2,PEP,COST,1.88,2.25,1,True,True,up
2022Q2,COST,PG,2.25,-0.11,14,True,True,up
2022Q2,COST,RTX,2.25,0.66,15,False,False,up
2022Q2,TMO,COST,1.42,2.25,1,False,False,up
2022Q2,COST,TSLA,2.25,4.3,12,True,False,up
